Year;Age;mx;qx;ax;lx;dx;Lx;Tx;ex
1954;76;0.08779;0.08410;0.50;38566;3243;36944;282668;7.33
1954;77;0.09124;0.08726;0.50;35323;3082;33782;245723;6.96
1954;78;0.09937;0.09466;0.50;32240;3052;30714;211942;6.57
1954;79;0.09993;0.09517;0.50;29188;2778;27799;181227;6.21
1954;80;0.12488;0.11754;0.50;26411;3104;24858;153428;5.81
1954;81;0.10347;0.09838;0.50;23306;2293;22160;128570;5.52
1954;82;0.13776;0.12888;0.50;21013;2708;19659;106410;5.06
1954;83;0.14453;0.13479;0.50;18305;2467;17072;86750;4.74
1954;84;0.18185;0.16669;0.50;15838;2640;14518;69679;4.40
1954;85;0.18102;0.16600;0.50;13198;2191;12102;55161;4.18
1954;86;0.20073;0.18242;0.50;11007;2008;10003;43059;3.91
1954;87;0.22075;0.19881;0.50;8999;1789;8105;33056;3.67
1954;88;0.24102;0.21510;0.50;7210;1551;6435;24951;3.46
1954;89;0.23975;0.21408;0.50;5659;1212;5053;18517;3.27
1954;90;0.31307;0.27070;0.50;4448;1204;3846;13463;3.03
1954;91;0.28901;0.25252;0.50;3244;819;2834;9618;2.97
1954;92;0.31074;0.26895;0.50;2425;652;2099;6783;2.80
1954;93;0.33331;0.28570;0.50;1772;506;1519;4685;2.64
1954;94;0.35667;0.30269;0.50;1266;383;1074;3166;2.50
1954;95;0.38073;0.31984;0.50;883;282;742;2091;2.37
1954;96;0.40539;0.33707;0.50;600;202;499;1350;2.25
1954;97;0.43055;0.35428;0.50;398;141;328;850;2.14
1954;98;0.45608;0.37139;0.50;257;95;209;523;2.03
1954;99;0.48185;0.38830;0.50;162;63;130;313;1.94
1954;100;0.50775;0.40494;0.50;99;40;79;183;1.85
1954;101;0.53363;0.42124;0.50;59;25;46;104;1.78
1954;102;0.55936;0.43711;0.50;34;15;27;58;1.70
1954;103;0.58480;0.45249;0.50;19;9;15;31;1.64
1954;104;0.60983;0.46733;0.50;10;5;8;17;1.58
1954;105;0.63433;0.48159;0.50;6;3;4;9;1.52
1954;106;0.65818;0.49521;0.50;3;1;2;4;1.47
1954;107;0.68129;0.50818;0.50;1;1;1;2;1.43
1954;108;0.70358;0.52048;0.50;1;0;1;1;1.39
1954;109;0.72497;0.53209;0.50;0;0;0;0;1.36
1954;110+;0.74540;100.000;1.34;0;0;0;0;1.34
1955;0;0.09844;0.09215;0.31;100000;9215;93604;6140348;61.40
1955;1;0.02496;0.02465;0.50;90785;2238;89667;6046743;66.60
1955;2;0.00975;0.00970;0.50;88548;859;88118;5957077;67.28
1955;3;0.00451;0.00450;0.50;87688;394;87491;5868959;66.93
1955;4;0.00287;0.00287;0.50;87294;250;87169;5781468;66.23
1955;5;0.00201;0.00201;0.50;87044;175;86956;5694299;65.42
1955;6;0.00158;0.00158;0.50;86869;137;86801;5607342;64.55
1955;7;0.00130;0.00130;0.50;86732;113;86676;5520542;63.65
1955;8;0.00109;0.00109;0.50;86619;94;86572;5433866;62.73
1955;9;0.00102;0.00102;0.50;86525;88;86481;5347294;61.80
1955;10;0.00081;0.00081;0.50;86437;70;86402;5260813;60.86
1955;11;0.00075;0.00075;0.50;86367;65;86334;5174411;59.91
1955;12;0.00077;0.00076;0.50;86301;66;86268;5088077;58.96
1955;13;0.00085;0.00085;0.50;86235;73;86199;5001809;58.00
1955;14;0.00084;0.00084;0.50;86162;72;86126;4915610;57.05
1955;15;0.00104;0.00103;0.50;86090;89;86045;4829484;56.10
1955;16;0.00100;0.00100;0.50;86001;86;85958;4743439;55.16
1955;17;0.00124;0.00124;0.50;85915;106;85862;4657481;54.21
1955;18;0.00120;0.00120;0.50;85809;103;85757;4571619;53.28
1955;19;0.00140;0.00140;0.50;85706;120;85646;4485862;52.34
1955;20;0.00151;0.00151;0.50;85586;130;85521;4400216;51.41
1955;21;0.00178;0.00178;0.50;85456;152;85381;4314695;50.49
1955;22;0.00158;0.00158;0.50;85305;134;85237;4229314;49.58
1955;23;0.00176;0.00176;0.50;85170;150;85095;4144077;48.66
1955;24;0.00190;0.00190;0.50;85020;161;84940;4058981;47.74
1955;25;0.00215;0.00215;0.50;84859;182;84768;3974041;46.83
1955;26;0.00190;0.00190;0.50;84677;161;84597;3889273;45.93
1955;27;0.00211;0.00211;0.50;84516;178;84427;3804676;45.02
1955;28;0.00218;0.00217;0.50;84338;183;84247;3720249;44.11
1955;29;0.00201;0.00201;0.50;84155;169;84070;3636002;43.21
1955;30;0.00242;0.00242;0.50;83986;203;83884;3551932;42.29
1955;31;0.00202;0.00202;0.50;83783;169;83698;3468048;41.39
1955;32;0.00219;0.00219;0.50;83613;183;83522;3384350;40.48
1955;33;0.00237;0.00237;0.50;83430;197;83331;3300828;39.56
1955;34;0.00295;0.00295;0.50;83233;245;83110;3217497;38.66
1955;35;0.00271;0.00271;0.50;82987;225;82875;3134387;37.77
1955;36;0.00306;0.00305;0.50;82762;253;82636;3051512;36.87
1955;37;0.00306;0.00306;0.50;82510;252;82384;2968876;35.98
1955;38;0.00350;0.00349;0.50;82258;287;82114;2886492;35.09
1955;39;0.00338;0.00337;0.50;81970;277;81832;2804378;34.21
1955;40;0.00379;0.00378;0.50;81693;309;81539;2722547;33.33
1955;41;0.00354;0.00353;0.50;81385;287;81241;2641008;32.45
1955;42;0.00469;0.00468;0.50;81097;379;80908;2559766;31.56
1955;43;0.00428;0.00427;0.50;80718;345;80545;2478859;30.71
1955;44;0.00486;0.00485;0.50;80373;390;80178;2398313;29.84
1955;45;0.00524;0.00523;0.50;79983;418;79774;2318136;28.98
1955;46;0.00578;0.00576;0.50;79565;458;79336;2238362;28.13
1955;47;0.00576;0.00574;0.50;79107;454;78879;2159026;27.29
1955;48;0.00665;0.00663;0.50;78652;521;78392;2080146;26.45
1955;49;0.00686;0.00684;0.50;78131;534;77864;2001755;25.62
1955;50;0.00786;0.00783;0.50;77597;608;77293;1923891;24.79
1955;51;0.00748;0.00745;0.50;76989;574;76702;1846598;23.99
1955;52;0.00916;0.00912;0.50;76415;697;76066;1769896;23.16
1955;53;0.00786;0.00783;0.50;75718;593;75422;1693830;22.37
1955;54;0.01031;0.01025;0.50;75125;770;74740;1618408;21.54
1955;55;0.01136;0.01129;0.50;74355;840;73935;1543668;20.76
1955;56;0.01247;0.01239;0.50;73515;911;73059;1469733;19.99
1955;57;0.01239;0.01231;0.50;72604;894;72157;1396674;19.24
1955;58;0.01392;0.01382;0.50;71710;991;71215;1324517;18.47
1955;59;0.01353;0.01344;0.50;70719;950;70244;1253302;17.72
1955;60;0.01701;0.01687;0.50;69769;1177;69180;1183058;16.96
1955;61;0.01607;0.01595;0.50;68592;1094;68045;1113878;16.24
1955;62;0.02066;0.02045;0.50;67498;1380;66808;1045833;15.49
1955;63;0.02108;0.02086;0.50;66118;1379;65428;979025;14.81
1955;64;0.02256;0.02231;0.50;64739;1444;64017;913597;14.11
1955;65;0.02526;0.02495;0.50;63295;1579;62505;849580;13.42
1955;66;0.03272;0.03220;0.50;61716;1987;60722;787074;12.75
1955;67;0.03023;0.02978;0.50;59729;1779;58839;726352;12.16
1955;68;0.03697;0.03630;0.50;57950;2103;56898;667513;11.52
1955;69;0.03524;0.03463;0.50;55847;1934;54880;610614;10.93
1955;70;0.04449;0.04353;0.50;53913;2347;52740;555734;10.31
1955;71;0.04094;0.04012;0.50;51566;2069;50532;502995;9.75
1955;72;0.05135;0.05006;0.50;49498;2478;48259;452463;9.14
1955;73;0.05904;0.05735;0.50;47020;2697;45671;404204;8.60
1955;74;0.06318;0.06124;0.50;44323;2714;42966;358533;8.09
1955;75;0.07485;0.07215;0.50;41609;3002;40108;315567;7.58
1955;76;0.09609;0.09168;0.50;38607;3540;36837;275460;7.14
1955;77;0.09664;0.09219;0.50;35067;3233;33451;238623;6.80
1955;78;0.11325;0.10718;0.50;31834;3412;30128;205172;6.45
1955;79;0.10337;0.09829;0.50;28422;2794;27025;175044;6.16
1955;80;0.12245;0.11539;0.50;25629;2957;24150;148019;5.78
1955;81;0.11304;0.10699;0.50;22671;2426;21458;123869;5.46
1955;82;0.14161;0.13224;0.50;20246;2677;18907;102410;5.06
1955;83;0.14624;0.13627;0.50;17568;2394;16371;83503;4.75
1955;84;0.17045;0.15706;0.50;15174;2383;13983;67132;4.42
1955;85;0.20142;0.18299;0.50;12791;2341;11621;53149;4.16
1955;86;0.19791;0.18009;0.50;10450;1882;9509;41529;3.97
1955;87;0.21852;0.19700;0.50;8568;1688;7724;32019;3.74
1955;88;0.24752;0.22026;0.50;6880;1515;6123;24295;3.53
1955;89;0.22664;0.20357;0.50;5365;1092;4819;18172;3.39
1955;90;0.30298;0.26312;0.50;4273;1124;3711;13353;3.13
1955;91;0.25505;0.22620;0.50;3149;712;2792;9643;3.06
1955;92;0.30963;0.26812;0.50;2436;653;2110;6850;2.81
1955;93;0.33171;0.28452;0.50;1783;507;1529;4740;2.66
1955;94;0.35455;0.30116;0.50;1276;384;1084;3211;2.52
1955;95;0.37809;0.31798;0.50;892;283;750;2127;2.39
1955;96;0.40223;0.33488;0.50;608;204;506;1377;2.27
1955;97;0.42687;0.35179;0.50;404;142;333;871;2.15
1955;98;0.45190;0.36861;0.50;262;97;214;538;2.05
1955;99;0.47720;0.38528;0.50;166;64;134;324;1.96
1955;100;0.50265;0.40169;0.50;102;41;81;190;1.87
1955;101;0.52811;0.41779;0.50;61;25;48;109;1.79
1955;102;0.55346;0.43350;0.50;35;15;28;61;1.72
1955;103;0.57857;0.44875;0.50;20;9;16;33;1.65
1955;104;0.60331;0.46350;0.50;11;5;9;18;1.59
1955;105;0.62757;0.47768;0.50;6;3;5;9;1.54
1955;106;0.65123;0.49127;0.50;3;2;2;5;1.49
1955;107;0.67421;0.50423;0.50;2;1;1;2;1.45
1955;108;0.69640;0.51654;0.50;1;0;1;1;1.41
1955;109;0.71775;0.52819;0.50;0;0;0;1;1.38
1955;110+;0.73819;100.000;1.35;0;0;0;0;1.35
1956;0;0.09225;0.08670;0.31;100000;8670;93982;6116565;61.17
1956;1;0.02220;0.02196;0.50;91330;2005;90327;6022583;65.94
1956;2;0.00950;0.00946;0.50;89325;845;88902;5932256;66.41
1956;3;0.00417;0.00416;0.50;88480;368;88296;5843353;66.04
1956;4;0.00296;0.00295;0.50;88112;260;87982;5755058;65.32
1956;5;0.00213;0.00213;0.50;87852;187;87758;5667076;64.51
1956;6;0.00176;0.00176;0.50;87665;155;87587;5579318;63.64
1956;7;0.00129;0.00129;0.50;87510;113;87454;5491730;62.76
1956;8;0.00110;0.00110;0.50;87398;96;87349;5404277;61.84
1956;9;0.00088;0.00088;0.50;87301;77;87263;5316927;60.90
1956;10;0.00078;0.00077;0.50;87224;68;87191;5229665;59.96
1956;11;0.00078;0.00078;0.50;87157;68;87123;5142474;59.00
1956;12;0.00077;0.00077;0.50;87088;67;87055;5055351;58.05
1956;13;0.00077;0.00077;0.50;87022;67;86988;4968296;57.09
1956;14;0.00092;0.00092;0.50;86955;80;86915;4881308;56.14
1956;15;0.00087;0.00087;0.50;86875;76;86837;4794393;55.19
1956;16;0.00105;0.00105;0.50;86799;91;86754;4707556;54.23
1956;17;0.00106;0.00106;0.50;86708;91;86662;4620802;53.29
1956;18;0.00123;0.00123;0.50;86617;107;86563;4534140;52.35
1956;19;0.00133;0.00133;0.50;86510;115;86452;4447577;51.41
1956;20;0.00129;0.00129;0.50;86394;111;86339;4361124;50.48
1956;21;0.00150;0.00150;0.50;86283;129;86218;4274786;49.54
1956;22;0.00185;0.00184;0.50;86154;159;86074;4188567;48.62
1956;23;0.00146;0.00146;0.50;85995;126;85932;4102493;47.71
1956;24;0.00174;0.00174;0.50;85869;149;85795;4016560;46.78
1956;25;0.00164;0.00164;0.50;85720;141;85650;3930766;45.86
1956;26;0.00200;0.00200;0.50;85579;171;85494;3845116;44.93
1956;27;0.00196;0.00196;0.50;85408;167;85324;3759623;44.02
1956;28;0.00197;0.00197;0.50;85241;168;85157;3674298;43.10
1956;29;0.00235;0.00235;0.50;85073;200;84973;3589141;42.19
1956;30;0.00235;0.00235;0.50;84873;199;84774;3504168;41.29
1956;31;0.00222;0.00222;0.50;84674;188;84580;3419395;40.38
1956;32;0.00255;0.00255;0.50;84486;215;84378;3334815;39.47
1956;33;0.00266;0.00266;0.50;84271;224;84159;3250437;38.57
1956;34;0.00256;0.00256;0.50;84047;215;83939;3166278;37.67
1956;35;0.00305;0.00305;0.50;83832;255;83704;3082339;36.77
1956;36;0.00314;0.00313;0.50;83576;262;83445;2998635;35.88
1956;37;0.00316;0.00316;0.50;83315;263;83183;2915189;34.99
1956;38;0.00349;0.00348;0.50;83051;289;82907;2832006;34.10
1956;39;0.00363;0.00362;0.50;82762;300;82612;2749100;33.22
1956;40;0.00433;0.00432;0.50;82462;357;82284;2666488;32.34
1956;41;0.00379;0.00379;0.50;82106;311;81950;2584204;31.47
1956;42;0.00471;0.00470;0.50;81795;384;81603;2502253;30.59
1956;43;0.00437;0.00436;0.50;81410;355;81233;2420651;29.73
1956;44;0.00487;0.00486;0.50;81056;394;80859;2339418;28.86
1956;45;0.00507;0.00505;0.50;80661;408;80458;2258559;28.00
1956;46;0.00581;0.00579;0.50;80254;465;80021;2178102;27.14
1956;47;0.00635;0.00633;0.50;79789;505;79536;2098080;26.30
1956;48;0.00681;0.00679;0.50;79284;538;79014;2018544;25.46
1956;49;0.00718;0.00715;0.50;78745;563;78464;1939529;24.63
1956;50;0.00821;0.00818;0.50;78182;639;77862;1861066;23.80
1956;51;0.00765;0.00762;0.50;77543;591;77247;1783203;23.00
1956;52;0.00977;0.00973;0.50;76952;748;76578;1705956;22.17
1956;53;0.00993;0.00988;0.50;76204;753;75827;1629378;21.38
1956;54;0.01043;0.01037;0.50;75451;783;75060;1553551;20.59
1956;55;0.01151;0.01144;0.50;74668;854;74241;1478491;19.80
1956;56;0.01310;0.01301;0.50;73814;961;73334;1404250;19.02
1956;57;0.01456;0.01446;0.50;72853;1053;72327;1330917;18.27
1956;58;0.01626;0.01613;0.50;71800;1158;71221;1258590;17.53
1956;59;0.01490;0.01479;0.50;70642;1045;70120;1187369;16.81
1956;60;0.01870;0.01853;0.50;69597;1289;68953;1117249;16.05
1956;61;0.01788;0.01772;0.50;68308;1210;67703;1048297;15.35
1956;62;0.02075;0.02053;0.50;67098;1378;66409;980594;14.61
1956;63;0.02464;0.02434;0.50;65720;1600;64920;914185;13.91
1956;64;0.02636;0.02602;0.50;64120;1668;63286;849265;13.24
1956;65;0.02673;0.02637;0.50;62452;1647;61628;785979;12.59
1956;66;0.03162;0.03113;0.50;60805;1893;59859;724351;11.91
1956;67;0.03488;0.03429;0.50;58912;2020;57902;664492;11.28
1956;68;0.03905;0.03830;0.50;56892;2179;55803;606590;10.66
1956;69;0.04087;0.04005;0.50;54713;2191;53617;550787;10.07
1956;70;0.05203;0.05071;0.50;52522;2663;51190;497170;9.47
1956;71;0.04573;0.04471;0.50;49858;2229;48744;445980;8.94
1956;72;0.06056;0.05878;0.50;47630;2800;46230;397236;8.34
1956;73;0.06411;0.06212;0.50;44830;2785;43438;351006;7.83
1956;74;0.07855;0.07559;0.50;42045;3178;40456;307568;7.32
1956;75;0.08572;0.08219;0.50;38867;3195;37270;267112;6.87
1956;76;0.09107;0.08710;0.50;35673;3107;34119;229842;6.44
1956;77;0.11830;0.11169;0.50;32566;3637;30747;195723;6.01
1956;78;0.12838;0.12064;0.50;28928;3490;27183;164976;5.70
1956;79;0.12154;0.11458;0.50;25438;2915;23981;137793;5.42
1956;80;0.15234;0.14156;0.50;22524;3188;20929;113812;5.05
1956;81;0.13584;0.12720;0.50;19335;2459;18105;92882;4.80
1956;82;0.16909;0.15591;0.50;16876;2631;15560;74777;4.43
1956;83;0.17561;0.16144;0.50;14245;2300;13095;59217;4.16
1956;84;0.20357;0.18476;0.50;11945;2207;10842;46122;3.86
1956;85;0.22914;0.20558;0.50;9738;2002;8737;35280;3.62
1956;86;0.23582;0.21095;0.50;7736;1632;6920;26543;3.43
1956;87;0.24877;0.22125;0.50;6104;1351;5429;19623;3.21
1956;88;0.29777;0.25918;0.50;4754;1232;4138;14194;2.99
1956;89;0.28617;0.25035;0.50;3522;882;3081;10057;2.86
1956;90;0.36753;0.31048;0.50;2640;820;2230;6976;2.64
1956;91;0.30674;0.26595;0.50;1820;484;1578;4746;2.61
1956;92;0.37788;0.31783;0.50;1336;425;1124;3168;2.37
1956;93;0.40417;0.33622;0.50;912;306;758;2044;2.24
1956;94;0.43103;0.35461;0.50;605;215;498;1285;2.12
1956;95;0.45832;0.37287;0.50;390;146;318;788;2.02
1956;96;0.48587;0.39091;0.50;245;96;197;470;1.92
1956;97;0.51353;0.40862;0.50;149;61;119;273;1.83
1956;98;0.54113;0.42590;0.50;88;38;69;154;1.75
1956;99;0.56850;0.44267;0.50;51;22;39;85;1.67
1956;100;0.59549;0.45886;0.50;28;13;22;45;1.61
1956;101;0.62193;0.47441;0.50;15;7;12;24;1.55
1956;102;0.64770;0.48925;0.50;8;4;6;12;1.49
1956;103;0.67265;0.50336;0.50;4;2;3;6;1.44
1956;104;0.69670;0.51670;0.50;2;1;2;3;1.40
1956;105;0.71973;0.52927;0.50;1;1;1;1;1.36
1956;106;0.74169;0.54105;0.50;0;0;0;1;1.32
1956;107;0.76252;0.55205;0.50;0;0;0;0;1.29
1956;108;0.78218;0.56228;0.50;0;0;0;0;1.26
1956;109;0.80065;0.57176;0.50;0;0;0;0;1.24
1956;110+;0.81794;100.000;1.22;0;0;0;0;1.22
1957;0;0.09649;0.09044;0.31;100000;9044;93722;6138942;61.39
1957;1;0.02421;0.02392;0.50;90956;2175;89869;6045219;66.46
1957;2;0.01068;0.01063;0.50;88781;944;88309;5955351;67.08
1957;3;0.00531;0.00530;0.50;87837;465;87605;5867041;66.79
1957;4;0.00308;0.00308;0.50;87372;269;87238;5779437;66.15
1957;5;0.00201;0.00201;0.50;87103;175;87016;5692199;65.35
1957;6;0.00165;0.00165;0.50;86928;144;86856;5605183;64.48
1957;7;0.00149;0.00149;0.50;86784;130;86720;5518327;63.59
1957;8;0.00111;0.00111;0.50;86655;96;86607;5431607;62.68
1957;9;0.00086;0.00086;0.50;86559;75;86521;5345001;61.75
1957;10;0.00087;0.00087;0.50;86484;75;86446;5258479;60.80
1957;11;0.00086;0.00086;0.50;86409;75;86371;5172033;59.86
1957;12;0.00081;0.00080;0.50;86334;69;86299;5085662;58.91
1957;13;0.00086;0.00085;0.50;86265;74;86228;4999362;57.95
1957;14;0.00083;0.00083;0.50;86191;71;86155;4913134;57.00
1957;15;0.00102;0.00102;0.50;86120;88;86076;4826979;56.05
1957;16;0.00107;0.00107;0.50;86032;92;85986;4740903;55.11
1957;17;0.00121;0.00121;0.50;85940;104;85888;4654917;54.16
1957;18;0.00135;0.00135;0.50;85836;115;85778;4569029;53.23
1957;19;0.00132;0.00132;0.50;85720;113;85664;4483251;52.30
1957;20;0.00142;0.00142;0.50;85607;121;85546;4397588;51.37
1957;21;0.00144;0.00144;0.50;85486;123;85424;4312041;50.44
1957;22;0.00157;0.00157;0.50;85362;134;85295;4226617;49.51
1957;23;0.00178;0.00178;0.50;85229;152;85153;4141322;48.59
1957;24;0.00191;0.00191;0.50;85077;162;84996;4056169;47.68
1957;25;0.00211;0.00211;0.50;84914;179;84825;3971173;46.77
1957;26;0.00200;0.00199;0.50;84735;169;84651;3886349;45.86
1957;27;0.00194;0.00194;0.50;84566;164;84484;3801698;44.96
1957;28;0.00233;0.00233;0.50;84402;196;84304;3717214;44.04
1957;29;0.00187;0.00186;0.50;84206;157;84127;3632910;43.14
1957;30;0.00216;0.00216;0.50;84049;181;83958;3548783;42.22
1957;31;0.00197;0.00196;0.50;83867;165;83785;3464825;41.31
1957;32;0.00224;0.00224;0.50;83703;187;83609;3381040;40.39
1957;33;0.00263;0.00263;0.50;83515;220;83406;3297431;39.48
1957;34;0.00259;0.00259;0.50;83296;215;83188;3214025;38.59
1957;35;0.00259;0.00258;0.50;83080;215;82973;3130837;37.68
1957;36;0.00283;0.00283;0.50;82866;234;82749;3047864;36.78
1957;37;0.00329;0.00328;0.50;82631;271;82496;2965115;35.88
1957;38;0.00321;0.00320;0.50;82360;264;82228;2882619;35.00
1957;39;0.00318;0.00318;0.50;82096;261;81966;2800391;34.11
1957;40;0.00419;0.00418;0.50;81835;342;81664;2718425;33.22
1957;41;0.00353;0.00353;0.50;81493;287;81349;2636761;32.36
1957;42;0.00409;0.00408;0.50;81206;331;81040;2555411;31.47
1957;43;0.00427;0.00426;0.50;80875;344;80702;2474371;30.60
1957;44;0.00479;0.00478;0.50;80530;385;80338;2393669;29.72
1957;45;0.00535;0.00534;0.50;80145;428;79931;2313331;28.86
1957;46;0.00494;0.00493;0.50;79718;393;79521;2233400;28.02
1957;47;0.00620;0.00618;0.50;79324;490;79079;2153879;27.15
1957;48;0.00644;0.00642;0.50;78834;506;78581;2074800;26.32
1957;49;0.00652;0.00650;0.50;78328;509;78073;1996219;25.49
1957;50;0.00784;0.00781;0.50;77819;608;77515;1918146;24.65
1957;51;0.00732;0.00729;0.50;77211;563;76929;1840631;23.84
1957;52;0.00901;0.00897;0.50;76648;688;76304;1763701;23.01
1957;53;0.00911;0.00907;0.50;75960;689;75616;1687397;22.21
1957;54;0.00965;0.00961;0.50;75271;723;74910;1611781;21.41
1957;55;0.01084;0.01079;0.50;74548;804;74146;1536871;20.62
1957;56;0.01226;0.01218;0.50;73744;898;73295;1462725;19.84
1957;57;0.01286;0.01278;0.50;72846;931;72381;1389430;19.07
1957;58;0.01427;0.01417;0.50;71915;1019;71406;1317049;18.31
1957;59;0.01448;0.01438;0.50;70896;1019;70387;1245643;17.57
1957;60;0.01791;0.01775;0.50;69877;1240;69257;1175257;16.82
1957;61;0.01546;0.01534;0.50;68637;1053;68110;1106000;16.11
1957;62;0.01906;0.01888;0.50;67584;1276;66946;1037890;15.36
1957;63;0.02056;0.02035;0.50;66308;1349;65633;970944;14.64
1957;64;0.02475;0.02445;0.50;64958;1588;64164;905311;13.94
1957;65;0.02617;0.02583;0.50;63370;1637;62552;841147;13.27
1957;66;0.02845;0.02805;0.50;61733;1732;60867;778595;12.61
1957;67;0.03164;0.03115;0.50;60002;1869;59067;717727;11.96
1957;68;0.03992;0.03914;0.50;58132;2275;56995;658660;11.33
1957;69;0.03647;0.03581;0.50;55857;2000;54857;601666;10.77
1957;70;0.04980;0.04859;0.50;53857;2617;52549;546808;10.15
1957;71;0.04386;0.04292;0.50;51240;2199;50140;494260;9.65
1957;72;0.05421;0.05278;0.50;49041;2588;47747;444119;9.06
1957;73;0.06019;0.05843;0.50;46453;2714;45095;396373;8.53
1957;74;0.06663;0.06448;0.50;43738;2820;42328;351277;8.03
1957;75;0.07874;0.07576;0.50;40918;3100;39368;308949;7.55
1957;76;0.08069;0.07756;0.50;37818;2933;36352;269581;7.13
1957;77;0.09128;0.08730;0.50;34885;3045;33362;233229;6.69
1957;78;0.12192;0.11491;0.50;31840;3659;30010;199867;6.28
1957;79;0.11241;0.10643;0.50;28181;2999;26681;169857;6.03
1957;80;0.12573;0.11830;0.50;25182;2979;23692;143175;5.69
1957;81;0.11525;0.10897;0.50;22203;2419;20993;119483;5.38
1957;82;0.14746;0.13733;0.50;19783;2717;18425;98490;4.98
1957;83;0.14948;0.13908;0.50;17066;2374;15880;80065;4.69
1957;84;0.16946;0.15623;0.50;14693;2295;13545;64186;4.37
1957;85;0.19556;0.17814;0.50;12397;2208;11293;50641;4.08
1957;86;0.20473;0.18572;0.50;10189;1892;9243;39347;3.86
1957;87;0.22454;0.20188;0.50;8297;1675;7459;30105;3.63
1957;88;0.25657;0.22740;0.50;6622;1506;5869;22645;3.42
1957;89;0.24830;0.22088;0.50;5116;1130;4551;16777;3.28
1957;90;0.29329;0.25578;0.50;3986;1020;3476;12226;3.07
1957;91;0.26322;0.23261;0.50;2966;690;2621;8749;2.95
1957;92;0.32431;0.27906;0.50;2276;635;1959;6128;2.69
1957;93;0.34825;0.29661;0.50;1641;487;1398;4169;2.54
1957;94;0.37303;0.31439;0.50;1154;363;973;2771;2.40
1957;95;0.39853;0.33231;0.50;791;263;660;1799;2.27
1957;96;0.42465;0.35028;0.50;528;185;436;1139;2.15
1957;97;0.45124;0.36817;0.50;343;126;280;703;2.05
1957;98;0.47815;0.38589;0.50;217;84;175;423;1.95
1957;99;0.50524;0.40335;0.50;133;54;106;247;1.86
1957;100;0.53235;0.42044;0.50;79;33;63;141;1.78
1957;101;0.55930;0.43707;0.50;46;20;36;78;1.70
1957;102;0.58596;0.45318;0.50;26;12;20;42;1.63
1957;103;0.61215;0.46870;0.50;14;7;11;22;1.57
1957;104;0.63775;0.48356;0.50;8;4;6;11;1.51
1957;105;0.66263;0.49772;0.50;4;2;3;6;1.46
1957;106;0.68667;0.51117;0.50;2;1;1;3;1.42
1957;107;0.70977;0.52386;0.50;1;1;1;1;1.38
1957;108;0.73186;0.53579;0.50;0;0;0;1;1.34
1957;109;0.75287;0.54697;0.50;0;0;0;0;1.31
1957;110+;0.77277;100.000;1.29;0;0;0;0;1.29
1958;0;0.08969;0.08443;0.31;100000;8443;94139;6372283;63.72
1958;1;0.02012;0.01992;0.50;91557;1824;90645;6278144;68.57
1958;2;0.00740;0.00738;0.50;89733;662;89402;6187499;68.95
1958;3;0.00382;0.00381;0.50;89071;339;88902;6098096;68.46
1958;4;0.00264;0.00263;0.50;88732;234;88615;6009195;67.72
1958;5;0.00162;0.00162;0.50;88498;143;88427;5920579;66.90
1958;6;0.00147;0.00147;0.50;88355;130;88290;5832153;66.01
1958;7;0.00107;0.00107;0.50;88225;94;88178;5743863;65.10
1958;8;0.00094;0.00094;0.50;88131;83;88090;5655684;64.17
1958;9;0.00072;0.00072;0.50;88049;63;88017;5567594;63.23
1958;10;0.00082;0.00082;0.50;87986;72;87950;5479577;62.28
1958;11;0.00073;0.00073;0.50;87913;64;87881;5391628;61.33
1958;12;0.00058;0.00058;0.50;87849;51;87824;5303746;60.37
1958;13;0.00084;0.00084;0.50;87799;74;87762;5215922;59.41
1958;14;0.00081;0.00081;0.50;87725;71;87689;5128161;58.46
1958;15;0.00077;0.00077;0.50;87654;68;87620;5040471;57.50
1958;16;0.00089;0.00089;0.50;87586;78;87547;4952851;56.55
1958;17;0.00088;0.00088;0.50;87508;77;87470;4865304;55.60
1958;18;0.00114;0.00114;0.50;87431;100;87381;4777834;54.65
1958;19;0.00115;0.00115;0.50;87332;100;87281;4690452;53.71
1958;20;0.00135;0.00134;0.50;87231;117;87173;4603171;52.77
1958;21;0.00109;0.00109;0.50;87114;95;87067;4515998;51.84
1958;22;0.00129;0.00129;0.50;87019;112;86963;4428932;50.90
1958;23;0.00143;0.00143;0.50;86907;124;86845;4341968;49.96
1958;24;0.00141;0.00141;0.50;86783;122;86722;4255123;49.03
1958;25;0.00155;0.00155;0.50;86661;135;86594;4168401;48.10
1958;26;0.00158;0.00158;0.50;86526;137;86458;4081808;47.17
1958;27;0.00170;0.00170;0.50;86390;147;86317;3995349;46.25
1958;28;0.00182;0.00182;0.50;86243;157;86165;3909033;45.33
1958;29;0.00173;0.00173;0.50;86087;149;86012;3822868;44.41
1958;30;0.00185;0.00185;0.50;85938;159;85859;3736855;43.48
1958;31;0.00221;0.00221;0.50;85779;189;85685;3650997;42.56
1958;32;0.00215;0.00214;0.50;85590;183;85498;3565312;41.66
1958;33;0.00200;0.00199;0.50;85406;170;85321;3479814;40.74
1958;34;0.00237;0.00237;0.50;85236;202;85135;3394493;39.82
1958;35;0.00238;0.00237;0.50;85034;202;84933;3309358;38.92
1958;36;0.00238;0.00238;0.50;84832;201;84732;3224424;38.01
1958;37;0.00249;0.00249;0.50;84631;211;84525;3139693;37.10
